date,贵州茅台,五粮液,洋河股份,泸州老窖,山西汾酒
2021-01-04,,,,,
2021-01-05,0.034044756998391934,0.07792623125577425,0.0726167209554831,0.07770405664158186,0.03367479100435666
2021-01-06,0.021378110501897973,0.027427064447008487,-0.0287484309835202,0.016527559705809436,0.02536355697307968
2021-01-07,0.020646759749141763,0.005454487117784845,-0.002501354900571129,0.010974717502642006,0.07587483799296435
2021-01-08,-0.025286368118947022,-0.04148450713214413,-0.05654699711622857,-0.038316178835638426,-0.02873958835272261
2021-01-11,0.005048382494098114,-0.052601791124280095,-0.06303712235314973,-0.03582925707596474,-0.05871930259754066
2021-01-12,0.031578458298056944,0.030923850019327404,0.005578932438182527,0.0667765154800104,0.026805210451020356
2021-01-13,0.0015513574377579165,-0.01591846473736247,-0.06450702900935634,0.01585236972603843,-0.004619784410060834
2021-01-14,-0.014989881829764906,-0.055178385867682755,-0.023621651505251973,-0.03289052496798972,-0.020517165168704832
2021-01-15,-0.026377862885839654,-0.006232356930747529,-0.018016163072013147,-0.05990897807199003,-0.04727163325937356
2021-01-18,-0.009899184619793111,-0.011620614601394408,-0.038370813020915384,-0.05056773171375761,0.005328807136654179
2021-01-19,-0.028200068408451018,-0.01138399522245448,-0.052166802943581336,-0.009919807166365313,-0.04346460402842667
2021-01-20,0.01690528276549208,0.012647713972892438,0.0010927076144466863,-0.0040732244018915065,0.008784172071258478
2021-01-21,0.015639144186839093,0.04511222131086412,0.01918768311598784,0.046022940955246394,0.04943847656250022
2021-01-22,0.005216661860696803,-0.004958618721461083,-0.007384025703173425,0.0013482540110556496,-0.00953821100383867
2021-01-25,0.04957492306889888,0.0721686444627685,0.10948324815445765,0.10731116197657187,0.046232139361910285
2021-01-26,-0.016453400253435002,-0.0331371631110815,0.03526461254990276,0.001175421530479781,-0.06304721993564322
2021-01-27,-0.026722378286615167,-0.045651046169807974,-0.06491323478518818,-0.03760981336787983,-0.01285891138532802
2021-01-28,-0.0005191164637786683,-0.023844899438304035,-0.018028973247329994,-0.016826518593303086,-0.014442331809539244
2021-01-29,0.014636299893525884,0.019081560678620324,0.008345447692887697,0.03294540475782992,0.04814875625974868
2021-02-01,-0.003511591836316774,0.004189282721940968,-0.012548056386159745,-0.010148289288377077,0.007793224985314096
2021-02-02,0.01832873573846605,0.04291518537328587,0.03963661926134199,0.10013809264761253,0.07157845651667061
2021-02-03,0.02265492975508865,0.016104907996799867,-0.02595443670030162,-0.0006846709775578663,0.0027197563098346755
2021-02-04,0.06458964316367899,0.016602765986580836,-0.006941848667699091,0.00022838002436031957,-0.03225923113088136
2021-02-05,-0.003637290334537968,0.020742835976697904,0.04312523525299783,0.033221706370347936,0.011846481557606925
2021-02-08,0.025949264073290568,0.0007917395176986197,0.037012217124593905,0.00998121616146741,-0.0026222484857437722
2021-02-09,0.03972078054529393,0.031314896001582326,0.010687478252224603,0.0277149733790385,0.021736715423069874
2021-02-10,0.06302696858460699,0.04203023620033863,0.043084792445406306,0.056383507203179306,0.10437808060307341
2021-02-18,-0.053314741526031995,-0.028065762836635755,-0.050782723500565896,-0.07252023781532357,0.029207140981885038
2021-02-19,-0.004765308553728809,0.034398964875185234,-0.008146639511201648,0.020317253368100863,-0.0733052738983484
2021-02-22,-0.07486016497268588,-0.09561582817219383,-0.09275304252015815,-0.09455861995527637,-0.10415304682930182
2021-02-23,0.008930209798764466,0.006544546773268545,0.01175821142699407,0.012113371751146573,-0.025887233061914317
2021-02-24,-0.055028330263249936,-0.07346583101518256,-0.008238760366652054,-0.10632117127585416,-0.07168204400283895
2021-02-25,-0.019246428307054586,-0.015120274914089404,0.00027507289431683013,-0.016642829280977822,-0.02896704043493037
2021-02-26,-0.013696631192291142,-0.03268814044881907,-0.05252447475525235,-0.035083079906562564,-0.07466538360598374
2021-03-01,0.017968195987000835,0.03424839579299088,-0.0105067626400418,0.014342483898962977,-0.00869770739777831
2021-03-02,-0.0501165209111184,-0.03054443995741396,-0.033497594743634895,-0.051155041203224116,-0.005817557579514521
2021-03-03,0.04326377713878693,0.017419623584655763,0.030470409711684354,0.023824213373831338,0.026380162118087247
2021-03-04,-0.054112827774546735,-0.07068150519224325,-0.04034870707427707,-0.08116627265563436,-0.04939483153418389
2021-03-05,0.014494613307669768,0.0007609740467797721,0.001595875276209302,0.014428412874583962,0.0318061154262117
2021-03-08,-0.05276000548101156,-0.08804578380757999,-0.08095354822894962,-0.10811617266759499,-0.10576968888465377
2021-03-09,-0.012802180988677803,-0.008776934216878085,-0.03914116156564651,-0.04689416750306674,-0.08295593798284406
2021-03-10,0.018609736578107938,0.044715987072209584,0.023386537126995233,0.050781021470777565,0.10701835928422021
2021-03-11,0.04315133675637384,0.0527185659193965,0.01824099816911917,0.06196759645899452,0.06486826912984167
